company_id,name,description,company_size,state,country,city,zip_code,address,url
1068,JPMorgan Chase & Co.,"For over 200 years, JPMorgan Chase & Co has provided innovative financial solutions for consumers, small businesses, corporations, governments and institutions around the world.

Today, we're a leading global financial services firm with operations servicing clients in more than 100 countries.

Whether we are serving customers, helping small businesses, or putting our skills to work with partners, we strive to identify issues and propose solutions that will propel the future and strengthen both our clients and our communities.

© 2017 JPMorgan Chase & Co.  JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran.
 ",7.0,NY,US,New York,10017-2014,270 Park Avenue,https://www.linkedin.com/company/jpmorganchase
1103,Verizon,"You want more out of a career. A place to share your ideas freely — even if they’re daring or different. Where the true you can shine through. A space to create and connect with people who truly care. And where there’s the flexibility to focus on the passions that matter most.

Our network is built by people like you. We’re a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together—lifting up our communities and striving to make an impact to move the world forward.

So, if you're fueled by purpose, and powered by persistence, explore a career with us. Here, you’ll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.",7.0,NJ,US,Basking Ridge,07920-1097,One Verizon Way,https://www.linkedin.com/company/verizon
1115,SAP,"At SAP, our purpose is to help the world run better and improve people’s lives. Our promise is to innovate to help our customers run at their best. SAP is committed to helping every customer become a best-run business. We engineer solutions to fuel innovation, foster equality, and spread opportunity across borders and cultures. Together, with our customers and partners, we can transform industries, grow economies, lift up societies, and sustain our environment. #TheBestRun

SAP privacy statement for followers: www.sap.com/sps",7.0,BW,DE,Walldorf,69190,Dietmar-Hopp-Allee 16,https://www.linkedin.com/company/sap
1116,Procter & Gamble,"P&G was founded more than 185 years ago as a soap and candle company. Today, we’re one of the world’s largest consumer goods companies and home to iconic, trusted brands, including Always®, Charmin®, Braun®, Fairy®, Febreze®, Gillette®, Head & Shoulders®, Oral B®, Pantene®, Pampers®, Tide®, and Vicks®. 
 
The design, development, growth and success of these products—and many more—is thanks to the innovative and insightful minds of our people. From Day 1, you’ll help make everyday life easier for our 5 billion consumers. 
 
There is no single equation for success at P&G, because no two P&G people or careers are alike. Just as we strive to deliver a superior consumer experience, we aim to deliver a superior employee value equation as well. With our large global footprint, there are many opportunities to work with P&G in multiple locations. We offer opportunities in approximately 70 countries and continually aim to attract, reward and advance the finest people in the world. 
 
Here, we want you to get your career off to a fast start. That's why we don't have any rotational development programs or gradual ramping-up periods: you’ll be able—and encouraged—to dive right in from Day 1. Join us and help make life better through meaningful work that makes an impact from Day 1.",7.0,Ohio,US,Cincinnati,45202,2 P&G Plaza,https://www.linkedin.com/company/procter-and-gamble
1123,Bank of America,"Bank of America is one of the world's largest financial institutions, serving individuals, small- and middle-market businesses and large corporations with a full range of banking, investing, asset management and other financial and risk management products and services. The company serves approximately 56 million U.S. consumer and small business relationships. It is among the world's leading wealth management companies and is a global leader in corporate and investment banking and trading.

This LinkedIn company page is moderated. For more information, please visit: https://bit.ly/32FDdQr.

For account issues, please visit: https://bit.ly/2GeTIeP.",7.0,NC,US,Charlotte,28202,100 North Tryon Street,https://www.linkedin.com/company/bank-of-america
1185,Pfizer,"Breakthroughs That Change Patients' Lives: Pfizer is a leading research-based biopharmaceutical company. We apply science and our global resources to deliver innovative therapies that extend and significantly improve lives. Every day, Pfizer colleagues work across developed and emerging markets to advance wellness, prevention, treatments and cures that challenge the most feared diseases of our time.To learn more, visit www.pfizer.com.  

For additional information on our guidelines, please visit  http://www.pfizer.com/community-guidelines

Beware of scams from individuals, organizations and Internet sites claiming to represent Pfizer in recruitment activities. A formal Pfizer recruitment process is required for all authorized positions posted by Pfizer prior to issuing an offer of employment. This Pfizer process includes an interview and never requires payment or fees from job applicants. If you receive a suspicious email message or phone call about recruiting on behalf of Pfizer, do not provide any personal information or pay any fees. Interested candidates should apply to current openings through this Pfizer website. Pfizer accepts no responsibility for any costs or charges incurred as a result of fraudulent activity.",7.0,New York,US,New York,10017,New York,https://www.linkedin.com/company/pfizer
1241,HSBC,"Opening up a world of opportunity for our customers, investors, ourselves and the planet.

We're a financial services organisation that serves more than 40 million customers, ranging from individual savers and investors to some of the world’s biggest companies and governments. Our network covers 63 countries and territories, and we’re here to use our unique expertise, capabilities, breadth and perspectives to open up a world of opportunity for our customers. 

HSBC is listed on the London, Hong Kong, New York, Paris and Bermuda stock exchanges.

To view our social media terms and conditions please visit the following webpage: http://www.hsbc.com/social-TandCs",7.0,0,GB,London,E14 5HQ,8 Canada Square,https://www.linkedin.com/company/hsbc
1248,Unilever,"Be part of the world’s most successful, purpose-led business. Work with brands that are well-loved around the world, that improve the lives of our consumers and the communities around us. We promote innovation, big and small, to make our business win and grow; and we believe in business as a force for good. Unleash your curiosity, challenge ideas and disrupt processes; use your energy to make this happen. Our brilliant business leaders and colleagues provide mentorship and inspiration, so you can be at your best. 

Our portfolio ranges from nutritionally balanced foods to indulgent ice creams, affordable soaps, luxurious shampoos and everyday household care products. We produce world-leading brands including Lipton, Knorr, Dove, Axe, Hellmann’s and Omo, alongside trusted local names and innovative-forward thinking brands like Ben & Jerry’s, The Dollar Shave Club and Dermalogica. 

Every individual here can bring their purpose to life through their work. Join us and you’ll be surrounded by inspiring leaders and supportive peers. Among them, you’ll channel your purpose, bring fresh ideas to the table, and simply be you. As you work to make a real impact on the business and the world, we’ll work to help you become a better you.  ",7.0,London,GB,Blackfriars,EC4Y 0DY,100 Victoria Embankment,https://www.linkedin.com/company/unilever
1254,PlayStation,"PlayStation has been at the forefront of interactive and digital entertainment since the debut of our first console in 1994. Our products delight millions across the world through incredible games, cutting edge experiences and access to many types of media.

This commitment to amazing our fans is at the core of who we are and one we share with Sony Corporation, internationally known as a leader in music, movies and consumer electronics. 

We can only achieve this goal by welcoming talented people and empowering them to do their best work. From game developers to data scientists, software engineers to cybersecurity experts, marketing to accounting and finance professionals, we’re always looking for talented people who share a passion for creating and our commitment to delivering amazement.

We’re headquartered in San Mateo, California, and our global workforce includes teams in offices across North America, Europe and Asia.",6.0,CA,US,San Mateo,94404,2207 Bridgepointe Parkway,https://www.linkedin.com/showcase/playstation-sony/
1259,Atos,"This account discusses mainly (but not exclusively) the activities of Tech Foundations - the Atos Group business line leading in managed services, focusing on hybrid cloud & infrastructure, employee experience and technology services, through decarbonized, automated and AI-enabled solutions.

Atos is a global leader in digital transformation with 107,000 employees and annual revenue of c. € 11 billion. European number one in cybersecurity, cloud and high-performance computing, the Group provides tailored end-to-end solutions for all industries in 69 countries. A pioneer in decarbonization services and products, Atos is committed to a secure and decarbonized digital for its clients. Atos is a SE (Societas Europaea) and listed on Euronext Paris.

The purpose of Atos is to help design the future of the information space. Its expertise and services support the development of knowledge, education and research in a multicultural approach and contribute to the development of scientific and technological excellence. Across the world, the Group enables its customers and employees, and members of societies at large to live, work and develop sustainably, in a safe and secure information space.",7.0,0,FR,95877 Bezons,0,80 Quai Voltaire,https://www.linkedin.com/company/atos
1262,Deutsche Bank,"At Deutsche Bank, we give original thinkers the space and support they need to shine. Merging local knowledge with global vision, in-depth insight with industry-leading digital expertise, if you’re an innovator by nature, we can help you to unleash your potential. 

We see things differently at Deutsche Bank – and we’re proud of our fresh perspective. Today, we’re driving growth through our strong client franchise, investing heavily in digital technologies, prioritising long-term success over short term gains, and serving society with ambition and integrity. 

Wherever your interests lie – in investment banking, trading, private wealth, asset management, retail banking - or many of the infrastructure functions that support them  – you’ll discover resources, training and opportunities designed to keep you ahead of the curve. 

Intelligence has no boundaries: we welcome high-achieving, talented individuals from any background. 

If you’re full of imagination, enjoy solving problems and respond positively to complex challenges, discover a career to look forward to at https://www.db.com/careers/index_e.html?kid=careers.redirect-en.shortcut

Please note that this page is monitored between UK working hours: Monday to Friday, 9am – 5.30pm GMT. We encourage open dialogue on these pages. Please consult our Netiquette at https://db.com/netiquette

Data protection policy: https://www.db.com/dataprotection
Impressum: https://www.db.com/imprint",7.0,Hessen,DE,Frankfurt am Main,60325,Taunusanlage 12,https://www.linkedin.com/company/deutsche-bank
1264,DWS Group,"DWS Group (DWS) with EUR 859bn of assets under management (as of 30 June 2023) aspires to be one of the world's leading asset managers. Building on more than 60 years of experience, it has a reputation for excellence in Germany, Europe, the Americas and Asia. DWS is recognized by clients globally as a trusted source for integrated investment solutions, stability and innovation across a full spectrum of investment disciplines.

We offer individuals and institutions access to our strong investment capabilities across all major liquid and illiquid asset classes as well as solutions aligned to growth trends. Our diverse expertise in Active, Passive and Alternatives asset management – as well as our deep environmental, social and governance focus – complement each other when creating targeted solutions for our clients. Our expertise and on-the-ground knowledge of our economists, research analysts and investment professionals are brought together in one consistent global CIO View, giving strategic guidance to our investment approach.  

DWS wants to innovate and shape the future of investing. We understand that, both as a corporate as well as a trusted advisor to our clients, we have a crucial role in helping to navigate the transition to a more sustainable future. With approximately 4,400 employees in offices all over the world, we are local while being one global team. We are committed to acting on behalf of our clients and investing with their best interests at heart so that they can reach their financial goals, no matter what the future holds. With our entrepreneurial, collaborative spirit, we work every day to deliver outstanding investment results, in both good and challenging times to build the best foundation for our clients’ financial future.",5.0,Hessen,DE,Frankfurt am Main,60329,Mainzer Landstrasse 11-17,https://www.linkedin.com/company/dwsgroup
1281,Unisys,"We are a global technology solutions company that powers breakthroughs for the world’s leading organizations. These solutions — digital workplace, cloud, applications & infrastructure, enterprise computing and business process solutions — help people overcome obstacles and not only reach their greatest potential but go beyond it. 

For more information about how we deliver for our clients, visit https://www.unisys.com/.",7.0,Pennsylvania,US,Blue Bell,19422,801 Lakeview Drive,https://www.linkedin.com/company/unisys
1283,Infosys,"Infosys is a global leader in next-generation digital services and consulting. We enable clients in more than 50 countries to navigate their digital transformation. With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

Visit www.infosys.com to see how Infosys (NYSE: INFY) can help your enterprise navigate your next.

",7.0,Karnataka,IN,Bangalore,560100,Infosys Limited,https://www.linkedin.com/company/infosys
1307,Fidelity Investments,"At Fidelity, our goal is to make financial expertise broadly accessible and effective in helping people live the lives they want. We do this by focusing on a diverse set of customers: - from 23 million people investing their life savings, to 20,000 businesses managing their employee benefits to 10,000 advisors needing innovative technology to invest their clients’ money. We offer investment management, retirement planning, portfolio guidance, brokerage, and many other financial products. 

Privately held for nearly 70 years, we’ve always believed by providing investors with access to the information and expertise, we can help them achieve better results. That’s been our approach- innovative yet personal, compassionate yet responsible, grounded by a tireless work ethic—it is the heart of the Fidelity way.  

For our Terms and Conditions, please visit http://go.fidelity.com/LIterms",7.0,MA,US,Boston,02210,245 Summer St,https://www.linkedin.com/company/fidelity-investments
1318,Wipro,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading technology services and consulting company focused on building innovative solutions that address clients’ most complex digital transformation needs. Leveraging our holistic portfolio of capabilities in consulting, design, engineering, and operations, we help clients realize their boldest ambitions and build future-ready, sustainable businesses. With over 250,000 employees and business partners across 66 countries, we deliver on the promise of helping our customers, colleagues, and communities thrive in an ever-changing world.
Wipro is an Equal Employment Opportunity employer and makes all employment and employment-related decisions without regard to a person's race, sex, national origin, ancestry, disability, sexual orientation, or any other status protected by applicable law.",7.0,Karnataka,IN,Bangalore,560035,Doddakannelli,https://www.linkedin.com/company/wipro
1344,Honeywell,"Honeywell is a Fortune 100 company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security, and energy. With approximately 110,000 employees worldwide, including more than 19,000 engineers and scientists, we have an unrelenting focus on quality, delivery, value, and technology in everything we make and do.",7.0,North Carolina,US,Charlotte,07950,Honeywell International Inc.,https://www.linkedin.com/company/honeywell
1353,Tata Consultancy Services,"A purpose-led organization that is building a meaningful future through innovation, technology, and collective knowledge. We're #BuildingOnBelief.

A part of the Tata group, India's largest multinational business group, TCS has over 500,000 of the world’s best-trained consultants in 46 countries. The company generated consolidated revenues of US $22.2 billion in the fiscal year ended March 31, 2021, and is listed on the BSE (formerly Bombay Stock Exchange) and the NSE (National Stock Exchange) in India. 

TCS' proactive stance on climate change and award-winning work with communities across the world have earned it a place in leading sustainability indices such as the MSCI Global Sustainability Index and the FTSE4Good Emerging Index. 

For more information, visit us at the link below

*Caution against fraudulent job offers*: TCS doesn't charge any fee throughout the recruitment process. Refer here: on.tcs.com/3i9X5BU",7.0,Maharashtra,IN,Mumbai,400001,Tata Consultancy Services,https://www.linkedin.com/company/tata-consultancy-services
1373,Xerox,"For more than 100 years, Xerox has continually redefined the workplace experience. Harnessing our leadership position in office and production print technology, we’ve expanded into software and services to sustainably power the hybrid workplace of today and tomorrow. Today, Xerox is continuing its legacy of innovation to deliver client-centric and digitally-driven technology solutions and meet the needs of today’s global, distributed workforce. From the office to industrial environments, our differentiated business and technology offerings and financial services are essential workplace technology solutions that drive success for our clients. At Xerox, we make work, work. Learn more at www.xerox.com and explore our commitment to diversity and inclusion.",7.0,Connecticut,US,Norwalk,0,201 Merritt 7,https://www.linkedin.com/company/xerox
1389,bp,"The world is changing fast and our industry is changing with it. The energy mix is shifting towards lower carbon sources, driven by technological advances and growing environmental concerns. In bp, we will help drive this transition - and our business will be transformed by it. We are continually looking for talented, committed and ambitious people to help us shape the face of energy for the future.",7.0,England,GB,London,SW1Y 4PD,1 St James Square,https://www.linkedin.com/company/bp
1392,T-Mobile,"T-Mobile US, Inc. (NASDAQ: TMUS) is America’s supercharged Un-carrier, delivering an advanced 4G LTE and transformative nationwide 5G network that will offer reliable connectivity for all. T-Mobile’s customers benefit from its unmatched combination of value and quality, unwavering obsession with offering them the best possible service experience and undisputable drive for disruption that creates competition and innovation in wireless and beyond. Based in Bellevue, Wash., T-Mobile provides services through its subsidiaries and operates its flagship brands, T-Mobile and Metro by T-Mobile. For more information, please visit: https://www.t-mobile.com.",7.0,WA,US,Bellevue,98006,12920 SE 38th St,https://www.linkedin.com/company/t-mobile
1399,GSK,"We are uniting science, technology and talent to get ahead of disease together.
Our community guidelines: https://gsk.to/socialmedia
",7.0,Middlesex,GB,Brentford,TW8 9GS,980 Great West Road,https://www.linkedin.com/company/gsk
1400,Thomson Reuters,"Thomson Reuters is the world’s leading provider of news and information-based tools to professionals. Our worldwide network of journalists and specialist editors keep customers up to speed on global developments, with a particular focus on legal, regulatory and tax changes.    

Our customers operate in complex arenas that move society forward — tax, law, compliance, government, media. In a disruptive digital age, we help professionals reinvent themselves.  

Thomson Reuters shares are listed on the Toronto and New York Stock Exchanges (symbol: TRI).",7.0,ON,CA,Toronto,M5H 3G6,19 Duncan Street ,https://www.linkedin.com/company/thomson-reuters
1403,Booz Allen Hamilton,"Trusted to transform missions with the power of tomorrow’s technologies, Booz Allen Hamilton advances the nation’s most critical civil, defense, and national security priorities. We lead, invest, and invent where it’s needed most—at the forefront of complex missions, using innovation to define the future. We combine our in-depth expertise in AI and cybersecurity with leading-edge technology and engineering practices to deliver impactful solutions. Combining more than 100 years of strategic consulting expertise with the perspectives of diverse talent, we ensure results by integrating technology with an enduring focus on our clients. We’re first to the future—moving missions forward to realize our purpose: Empower People to Change the World.",7.0,VA,US,McLean,22102,8283 Greensboro Drive,https://www.linkedin.com/company/booz-allen-hamilton
1406,Novartis,"Novartis is reimagining medicine to improve and extend people’s lives. As a leading global medicines company, we use innovative science and digital technologies to create transformative treatments in areas of great medical need. In our quest to find new medicines, we consistently rank among the world’s top companies investing in research and development.
Novartis products reach nearly 800 million people globally and we are finding innovative ways to expand access to our latest treatments. 
Around 108,000 people of more than 140 nationalities work at Novartis around the world. 
See our community guidelines: http://bit.ly/2JnT2CP",7.0,Baselstadt,CH,Basel,4002,Novartis Campus,https://www.linkedin.com/company/novartis
1412,Northrop Grumman,"We are a close-knit community of big thinkers collaborating to keep the world safe. Our passion, creativity and expertise bring next-level technology solutions to life in autonomous systems, cyber, C4ISR, strike, space, and logistics and modernization for our customers around the globe. 

On the Northrop Grumman team, you’ll join our pursuit of excellence immersed in a dynamic culture of innovation and respect. Your unique perspective will help achieve our shared vision for the future of global security. Every step of the way, you'll be supported by world-class training, employee resource groups and a comprehensive benefits package that enables greater health and happiness for you and your family.  

Worldwide and across disciplines, we’re challenging what’s possible for technology to protect people and places from undersea to outer space and into cyberspace. And we see the impact of our performance every day. We are Northrop Grumman, and we work on what matters—now, you too can make a difference.
 
Explore opportunities in engineering, IT, manufacturing, business management, cybersecurity and more at careers.northropgrumman.com. 

Northrop Grumman is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action Employer, making decisions without regard to race, color, religion, creed, sex, sexual orientation, gender identity, marital status, national origin, age, veteran status, disability, or any other protected class. For our complete EEO/AA statement, please visit www.northropgrumman.com/EEO. U. S. citizenship is required for most positions.

Our careers site can be found at northropgrumman.com/careers/.  If you are contacted by someone about a job at Northrop Grumman, please verify the opportunity on our Careers site before engaging with that contact. We only schedule interviews with qualified candidates who have applied to a job posting through our Careers site.",7.0,VA,US,Falls Church,22042,2980 Fairview Park Dr,https://www.linkedin.com/company/northrop-grumman-corporation
1415,CGI,"Insights you can act on

Founded in 1976, CGI is among the largest IT and business consulting services firms in the world. We are insights-driven and outcomes-based to help accelerate returns on your investments. Across 21 industries in 400 locations worldwide, we provide comprehensive, scalable and sustainable IT and business consulting services that are informed globally and delivered locally.

We value your opinions and welcome your comments and questions on our posts here on LinkedIn. Please keep a polite, professional and constructive tone. We remove comments containing objectionable language and derogatory views. We do not allow content that is unrelated to the subject, and we remove discriminatory and racist comments as well as spam and advertising. 

Note that content on this page contains general information regarding CGI’s services and initiatives and should not be considered direct business advice. To engage in a discussion with one of our experts, please contact us directly at info@cgi.com.",7.0,Quebec,CA,Montreal,H3G 1T4,Boulevard West,https://www.linkedin.com/company/cgi
1431,PepsiCo,"PepsiCo is a playground for curious people. We invite thinkers, doers, and changemakers to champion innovation, take calculated risks, and challenge the status quo. From executives to team members on the front lines, we’re excited about the future. We take chances. Together, we dare to make the world a better place.
 
Our associates are the magic ingredient. Each of them plays an integral role in helping create deep connections between people and our products. Think about your last group celebration: Chances are, one of our iconic brands was by your side. At PepsiCo, you’re invited to be a part of a global team of innovators who make, move, and sell these products—which are enjoyed by more than 1 billion people a day.
 
A career at PepsiCo means working in a culture where everyone’s welcome. Here, you can dare to be yourself. No matter who you are or where you’re from, you can influence the people around you and the world at large. By showing up, you’ll have the opportunity to learn, develop and grow your skills for the future. Our supportive teams can fuel your professional goals to make a global impact on people and the planet. 

Join us. Dare for Better.",7.0,New York,US,Purchase,10577,700 Anderson Hill Road,https://www.linkedin.com/company/pepsico
1441,Google,"A problem isn't truly solved until it's solved for all. Googlers build products that help create opportunities for everyone, whether down the street or across the globe. Bring your insight, imagination and a healthy disregard for the impossible. Bring everything that makes you unique. Together, we can build for everyone.

Check out our career opportunities at goo.gle/3DLEokh",7.0,CA,US,Mountain View,94043,1600 Amphitheatre Parkway,https://www.linkedin.com/company/google
1463,ADP,"Designing better ways to work through cutting-edge products, premium services and exceptional experiences that enable people to reach their full potential. HR, Talent, Time Management, Benefits and Payroll. Informed by data and designed for people.",7.0,New Jersey,US,Roseland,07068,1 ADP Blvd,https://www.linkedin.com/company/adp
1464,CDK Global,"CDK Global is a leading provider of retail technology and software as a service (SaaS) solutions that help dealers and auto manufacturers run their businesses more efficiently, drive improved profitability and create frictionless purchasing and ownership experiences for consumers. Today, CDK serves nearly 15,000 retail locations in North America.",6.0,IL,US,Hoffman Estates,60169-6308,1950 Hassell Road,https://www.linkedin.com/company/cdknorthamerica
1468,SLB,"We are a technology company that unlocks access to energy for the benefit of all. As innovators, that’s been our mission for nearly a century. Today, we face a global imperative to create a future with more energy, but less carbon. Our diverse, innovative change makers are focused on going further in innovation and inventing the new energy technologies we need to get there.",7.0,Texas,US,Houston,77056,5599 San Felipe St,https://www.linkedin.com/company/slbglobal
1474,Ally,"Ally Financial Inc. (NYSE: ALLY) is a leading digital financial services company and a top 25 U.S. financial holding company offering financial products for consumers, businesses, automotive dealers and corporate clients. 

NMLS #3015 | #181005 | https://www.nmlsconsumeraccess.org/

Ally's legacy dates back to 1919, and the company was redesigned in 2009 with a distinctive brand, innovative approach and relentless focus on its customers. 

Ally has an award-winning online bank (Ally Bank, Member FDIC), one of the largest full service auto finance operations in the country, a complementary auto-focused insurance business, a growing wealth management and  brokerage platform, and a trusted corporate finance business offering capital for equity sponsors and middle-market companies. 

We extend equal employment opportunities to qualified applicants and employees on an equal basis regardless of an individual’s age, race, color, sex, religion, national origin, disability, sexual orientation, gender identity or expression, pregnancy status, marital status, military or veteran status, genetic disposition or any other reason protected by law.

Fast Company’s Best Workplace for Innovators, 2021
Crain’s Fast 50: Southeast Michigan’s Fastest Growing Companies, 2021
Forbes Best Employers for Diversity, 2021
DiversityInc Top 50 Companies for Diversity, 2021
Best Places to Work for LGBTQ Equality, 2020
Adweek Brand Genius Award, 2020
Brand Film Best Employee Engagement Campaign, Moguls in the Making 2020
AdAge Top 10 Marketers of the Year, 2019
DiversityInc Noteworthy Company, 2019
",7.0,MI,US,Detroit,48226,500 Woodward Ave,https://www.linkedin.com/company/ally
1480,Adobe,"Adobe is the global leader in digital media and digital marketing solutions. Our creative, marketing and document solutions empower everyone – from emerging artists to global brands – to bring digital creations to life and deliver immersive, compelling experiences to the right person at the right moment for the best results. In short, Adobe is everywhere, and we’re changing the world through digital experiences.",7.0,CA,US,San Jose,95110-2704,345 Park Avenue,https://www.linkedin.com/company/adobe
